Distance_km,Ia,Ib,Ic,Fault_Type
30.7800,533.4826,533.4591,533.4709,3.0000
30.7900,533.3173,533.2938,533.3056,3.0000
30.8000,533.1521,533.1287,533.1404,3.0000
30.8100,532.9870,532.9636,532.9753,3.0000
30.8200,532.8220,532.7986,532.8103,3.0000
30.8300,532.6571,532.6337,532.6454,3.0000
30.8400,532.4923,532.4689,532.4806,3.0000
30.8500,532.3277,532.3042,532.3159,3.0000
30.8600,532.1631,532.1397,532.1514,3.0000
30.8700,531.9986,531.9752,531.9869,3.0000
30.8800,531.8342,531.8108,531.8225,3.0000
30.8900,531.6699,531.6465,531.6582,3.0000
30.9000,531.5057,531.4824,531.4940,3.0000
30.9100,531.3417,531.3183,531.3300,3.0000
30.9200,531.1777,531.1543,531.1660,3.0000
30.9300,531.0138,530.9904,531.0021,3.0000
30.9400,530.8500,530.8267,530.8384,3.0000
30.9500,530.6864,530.6630,530.6747,3.0000
30.9600,530.5228,530.4994,530.5111,3.0000
30.9700,530.3593,530.3360,530.3477,3.0000
30.9800,530.1959,530.1726,530.1843,3.0000
30.9900,530.0327,530.0094,530.0210,3.0000
31.0000,529.8695,529.8462,529.8579,3.0000
31.0100,529.7064,529.6831,529.6948,3.0000
31.0200,529.5435,529.5202,529.5318,3.0000
31.0300,529.3806,529.3573,529.3690,3.0000
31.0400,529.2178,529.1945,529.2062,3.0000
31.0500,529.0552,529.0319,529.0435,3.0000
31.0600,528.8926,528.8693,528.8810,3.0000
31.0700,528.7301,528.7069,528.7185,3.0000
31.0800,528.5678,528.5445,528.5561,3.0000
31.0900,528.4055,528.3822,528.3939,3.0000
31.1000,528.2433,528.2201,528.2317,3.0000
31.1100,528.0812,528.0580,528.0696,3.0000
31.1200,527.9193,527.8960,527.9077,3.0000
31.1300,527.7574,527.7342,527.7458,3.0000
31.1400,527.5956,527.5724,527.5840,3.0000
31.1500,527.4340,527.4108,527.4224,3.0000
31.1600,527.2724,527.2492,527.2608,3.0000
31.1700,527.1109,527.0877,527.0993,3.0000
31.1800,526.9495,526.9263,526.9379,3.0000
31.1900,526.7883,526.7651,526.7767,3.0000
31.2000,526.6271,526.6039,526.6155,3.0000
31.2100,526.4660,526.4428,526.4544,3.0000
31.2200,526.3050,526.2819,526.2934,3.0000
31.2300,526.1441,526.1210,526.1326,3.0000
31.2400,525.9833,525.9602,525.9718,3.0000
31.2500,525.8227,525.7995,525.8111,3.0000
31.2600,525.6621,525.6389,525.6505,3.0000
31.2700,525.5016,525.4785,525.4900,3.0000
31.2800,525.3412,525.3181,525.3296,3.0000
31.2900,525.1809,525.1578,525.1693,3.0000
31.3000,525.0207,524.9976,525.0091,3.0000
31.3100,524.8606,524.8375,524.8490,3.0000
31.3200,524.7006,524.6775,524.6890,3.0000
31.3300,524.5407,524.5176,524.5291,3.0000
31.3400,524.3809,524.3578,524.3693,3.0000
31.3500,524.2212,524.1981,524.2096,3.0000
31.3600,524.0616,524.0385,524.0500,3.0000
31.3700,523.9020,523.8790,523.8905,3.0000
31.3800,523.7426,523.7196,523.7311,3.0000
31.3900,523.5833,523.5603,523.5718,3.0000
31.4000,523.4241,523.4011,523.4126,3.0000
31.4100,523.2650,523.2419,523.2534,3.0000
31.4200,523.1059,523.0829,523.0944,3.0000
31.4300,522.9470,522.9240,522.9355,3.0000
31.4400,522.7882,522.7651,522.7766,3.0000
31.4500,522.6294,522.6064,522.6179,3.0000
31.4600,522.4708,522.4478,522.4593,3.0000
31.4700,522.3122,522.2892,522.3007,3.0000
31.4800,522.1538,522.1308,522.1423,3.0000
31.4900,521.9954,521.9724,521.9839,3.0000
31.5000,521.8371,521.8142,521.8257,3.0000
31.5100,521.6790,521.6560,521.6675,3.0000
31.5200,521.5209,521.4980,521.5094,3.0000
31.5300,521.3629,521.3400,521.3515,3.0000
31.5400,521.2051,521.1821,521.1936,3.0000
31.5500,521.0473,521.0244,521.0358,3.0000
31.5600,520.8896,520.8667,520.8781,3.0000
31.5700,520.7320,520.7091,520.7206,3.0000
31.5800,520.5745,520.5516,520.5631,3.0000
31.5900,520.4171,520.3942,520.4057,3.0000
31.6000,520.2598,520.2369,520.2484,3.0000
31.6100,520.1026,520.0797,520.0912,3.0000
31.6200,519.9455,519.9226,519.9340,3.0000
31.6300,519.7885,519.7656,519.7770,3.0000
31.6400,519.6315,519.6087,519.6201,3.0000
31.6500,519.4747,519.4518,519.4633,3.0000
31.6600,519.3180,519.2951,519.3065,3.0000
31.6700,519.1613,519.1385,519.1499,3.0000
31.6800,519.0048,518.9819,518.9934,3.0000
31.6900,518.8483,518.8255,518.8369,3.0000
31.7000,518.6920,518.6691,518.6806,3.0000
31.7100,518.5357,518.5129,518.5243,3.0000
31.7200,518.3795,518.3567,518.3681,3.0000
31.7300,518.2235,518.2007,518.2121,3.0000
31.7400,518.0675,518.0447,518.0561,3.0000
31.7500,517.9116,517.8888,517.9002,3.0000
31.7600,517.7558,517.7330,517.7444,3.0000
31.7700,517.6001,517.5773,517.5887,3.0000
31.7800,517.4445,517.4217,517.4331,3.0000
31.7900,517.2890,517.2662,517.2776,3.0000
31.8000,517.1336,517.1108,517.1222,3.0000
31.8100,516.9782,516.9555,516.9669,3.0000
31.8200,516.8230,516.8003,516.8116,3.0000
31.8300,516.6679,516.6451,516.6565,3.0000
31.8400,516.5128,516.4901,516.5014,3.0000
31.8500,516.3579,516.3351,516.3465,3.0000
31.8600,516.2030,516.1803,516.1916,3.0000
31.8700,516.0482,516.0255,516.0369,3.0000
31.8800,515.8935,515.8708,515.8822,3.0000
31.8900,515.7390,515.7163,515.7276,3.0000
31.9000,515.5845,515.5618,515.5731,3.0000
31.9100,515.4301,515.4074,515.4187,3.0000
31.9200,515.2758,515.2531,515.2644,3.0000
31.9300,515.1216,515.0989,515.1102,3.0000
31.9400,514.9674,514.9448,514.9561,3.0000
31.9500,514.8134,514.7908,514.8021,3.0000
31.9600,514.6595,514.6368,514.6482,3.0000
31.9700,514.5056,514.4830,514.4943,3.0000
31.9800,514.3519,514.3292,514.3406,3.0000
31.9900,514.1982,514.1756,514.1869,3.0000
32.0000,514.0446,514.0220,514.0333,3.0000
32.0100,513.8912,513.8686,513.8799,3.0000
32.0200,513.7378,513.7152,513.7265,3.0000
32.0300,513.5845,513.5619,513.5732,3.0000
32.0400,513.4313,513.4087,513.4200,3.0000
32.0500,513.2782,513.2556,513.2669,3.0000
32.0600,513.1252,513.1026,513.1139,3.0000
32.0700,512.9722,512.9497,512.9609,3.0000
32.0800,512.8194,512.7968,512.8081,3.0000
32.0900,512.6666,512.6441,512.6554,3.0000
32.1000,512.5140,512.4914,512.5027,3.0000
32.1100,512.3614,512.3389,512.3502,3.0000
32.1200,512.2089,512.1864,512.1977,3.0000
32.1300,512.0566,512.0340,512.0453,3.0000
32.1400,511.9043,511.8817,511.8930,3.0000
32.1500,511.7521,511.7296,511.7408,3.0000
32.1600,511.6000,511.5774,511.5887,3.0000
32.1700,511.4479,511.4254,511.4367,3.0000
32.1800,511.2960,511.2735,511.2848,3.0000
32.1900,511.1442,511.1217,511.1329,3.0000
32.2000,510.9924,510.9699,510.9812,3.0000
32.2100,510.8408,510.8183,510.8295,3.0000
32.2200,510.6892,510.6667,510.6779,3.0000
32.2300,510.5377,510.5152,510.5265,3.0000
32.2400,510.3863,510.3639,510.3751,3.0000
32.2500,510.2350,510.2126,510.2238,3.0000
32.2600,510.0838,510.0614,510.0726,3.0000
32.2700,509.9327,509.9102,509.9215,3.0000
32.2800,509.7816,509.7592,509.7704,3.0000
32.2900,509.6307,509.6083,509.6195,3.0000
32.3000,509.4799,509.4574,509.4686,3.0000
32.3100,509.3291,509.3067,509.3179,3.0000
32.3200,509.1784,509.1560,509.1672,3.0000
32.3300,509.0278,509.0054,509.0166,3.0000
32.3400,508.8773,508.8549,508.8661,3.0000
32.3500,508.7269,508.7045,508.7157,3.0000
32.3600,508.5766,508.5542,508.5654,3.0000
32.3700,508.4264,508.4040,508.4152,3.0000
32.3800,508.2762,508.2539,508.2650,3.0000
32.3900,508.1262,508.1038,508.1150,3.0000
32.4000,507.9762,507.9539,507.9650,3.0000
32.4100,507.8263,507.8040,507.8152,3.0000
32.4200,507.6765,507.6542,507.6654,3.0000
32.4300,507.5269,507.5045,507.5157,3.0000
32.4400,507.3772,507.3549,507.3661,3.0000
32.4500,507.2277,507.2054,507.2166,3.0000
32.4600,507.0783,507.0560,507.0671,3.0000
32.4700,506.9289,506.9066,506.9178,3.0000
32.4800,506.7797,506.7574,506.7685,3.0000
32.4900,506.6305,506.6082,506.6194,3.0000
32.5000,506.4814,506.4591,506.4703,3.0000
32.5100,506.3324,506.3101,506.3213,3.0000
32.5200,506.1835,506.1612,506.1724,3.0000
32.5300,506.0347,506.0124,506.0236,3.0000
32.5400,505.8860,505.8637,505.8748,3.0000
32.5500,505.7373,505.7151,505.7262,3.0000
32.5600,505.5888,505.5665,505.5776,3.0000
32.5700,505.4403,505.4181,505.4292,3.0000
32.5800,505.2919,505.2697,505.2808,3.0000
32.5900,505.1436,505.1214,505.1325,3.0000
32.6000,504.9954,504.9732,504.9843,3.0000
32.6100,504.8473,504.8251,504.8362,3.0000
32.6200,504.6992,504.6770,504.6881,3.0000
32.6300,504.5513,504.5291,504.5402,3.0000
32.6400,504.4034,504.3812,504.3923,3.0000
32.6500,504.2557,504.2335,504.2446,3.0000
32.6600,504.1080,504.0858,504.0969,3.0000
32.6700,503.9604,503.9382,503.9493,3.0000
32.6800,503.8129,503.7907,503.8018,3.0000
32.6900,503.6654,503.6433,503.6543,3.0000
32.7000,503.5181,503.4959,503.5070,3.0000
32.7100,503.3708,503.3487,503.3597,3.0000
32.7200,503.2236,503.2015,503.2126,3.0000
32.7300,503.0766,503.0544,503.0655,3.0000
32.7400,502.9296,502.9074,502.9185,3.0000
32.7500,502.7827,502.7605,502.7716,3.0000
32.7600,502.6358,502.6137,502.6248,3.0000
32.7700,502.4891,502.4670,502.4780,3.0000
32.7800,502.3424,502.3203,502.3314,3.0000
32.7900,502.1959,502.1738,502.1848,3.0000
32.8000,502.0494,502.0273,502.0383,3.0000
32.8100,501.9030,501.8809,501.8919,3.0000
32.8200,501.7567,501.7346,501.7456,3.0000
32.8300,501.6104,501.5884,501.5994,3.0000
32.8400,501.4643,501.4422,501.4532,3.0000
32.8500,501.3182,501.2962,501.3072,3.0000
32.8600,501.1722,501.1502,501.1612,3.0000
32.8700,501.0264,501.0043,501.0153,3.0000
32.8800,500.8806,500.8585,500.8695,3.0000
32.8900,500.7348,500.7128,500.7238,3.0000
32.9000,500.5892,500.5672,500.5782,3.0000
32.9100,500.4437,500.4216,500.4326,3.0000
32.9200,500.2982,500.2762,500.2872,3.0000
32.9300,500.1528,500.1308,500.1418,3.0000
32.9400,500.0075,499.9855,499.9965,3.0000
32.9500,499.8623,499.8403,499.8513,3.0000
32.9600,499.7172,499.6952,499.7062,3.0000
32.9700,499.5721,499.5501,499.5611,3.0000
32.9800,499.4272,499.4052,499.4162,3.0000
32.9900,499.2823,499.2603,499.2713,3.0000
33.0000,499.1375,499.1155,499.1265,3.0000
33.0100,498.9928,498.9708,498.9818,3.0000
33.0200,498.8482,498.8262,498.8372,3.0000
33.0300,498.7036,498.6817,498.6927,3.0000
33.0400,498.5592,498.5372,498.5482,3.0000
33.0500,498.4148,498.3929,498.4038,3.0000
33.0600,498.2705,498.2486,498.2596,3.0000
33.0700,498.1263,498.1044,498.1154,3.0000
33.0800,497.9822,497.9603,497.9712,3.0000
33.0900,497.8382,497.8163,497.8272,3.0000
33.1000,497.6942,497.6723,497.6833,3.0000
33.1100,497.5503,497.5284,497.5394,3.0000
33.1200,497.4065,497.3847,497.3956,3.0000
33.1300,497.2628,497.2410,497.2519,3.0000
33.1400,497.1192,497.0973,497.1083,3.0000
33.1500,496.9757,496.9538,496.9647,3.0000
33.1600,496.8322,496.8104,496.8213,3.0000
33.1700,496.6888,496.6670,496.6779,3.0000
33.1800,496.5456,496.5237,496.5346,3.0000
33.1900,496.4023,496.3805,496.3914,3.0000
33.2000,496.2592,496.2374,496.2483,3.0000
33.2100,496.1162,496.0943,496.1053,3.0000
33.2200,495.9732,495.9514,495.9623,3.0000
33.2300,495.8303,495.8085,495.8194,3.0000
33.2400,495.6875,495.6657,495.6766,3.0000
33.2500,495.5448,495.5230,495.5339,3.0000
33.2600,495.4022,495.3804,495.3913,3.0000
33.2700,495.2596,495.2379,495.2487,3.0000
33.2800,495.1172,495.0954,495.1063,3.0000
33.2900,494.9748,494.9530,494.9639,3.0000
33.3000,494.8325,494.8107,494.8216,3.0000
33.3100,494.6903,494.6685,494.6794,3.0000
33.3200,494.5481,494.5264,494.5372,3.0000
33.3300,494.4061,494.3843,494.3952,3.0000
33.3400,494.2641,494.2423,494.2532,3.0000
33.3500,494.1222,494.1005,494.1113,3.0000
33.3600,493.9804,493.9586,493.9695,3.0000
33.3700,493.8386,493.8169,493.8278,3.0000
33.3800,493.6970,493.6753,493.6861,3.0000
33.3900,493.5554,493.5337,493.5446,3.0000
33.4000,493.4139,493.3922,493.4031,3.0000
33.4100,493.2725,493.2508,493.2617,3.0000
33.4200,493.1312,493.1095,493.1203,3.0000
33.4300,492.9900,492.9683,492.9791,3.0000
33.4400,492.8488,492.8271,492.8379,3.0000
33.4500,492.7077,492.6860,492.6969,3.0000
33.4600,492.5667,492.5450,492.5559,3.0000
33.4700,492.4258,492.4041,492.4149,3.0000
33.4800,492.2849,492.2633,492.2741,3.0000
33.4900,492.1442,492.1225,492.1333,3.0000
33.5000,492.0035,491.9818,491.9927,3.0000
33.5100,491.8629,491.8412,491.8521,3.0000
33.5200,491.7224,491.7007,491.7115,3.0000
33.5300,491.5819,491.5603,491.5711,3.0000
33.5400,491.4416,491.4199,491.4308,3.0000
33.5500,491.3013,491.2797,491.2905,3.0000
33.5600,491.1611,491.1395,491.1503,3.0000
33.5700,491.0210,490.9994,491.0102,3.0000
33.5800,490.8809,490.8593,490.8701,3.0000
33.5900,490.7410,490.7194,490.7302,3.0000
33.6000,490.6011,490.5795,490.5903,3.0000
33.6100,490.4613,490.4397,490.4505,3.0000
33.6200,490.3216,490.3000,490.3108,3.0000
33.6300,490.1819,490.1604,490.1711,3.0000
33.6400,490.0424,490.0208,490.0316,3.0000
33.6500,489.9029,489.8813,489.8921,3.0000
33.6600,489.7635,489.7419,489.7527,3.0000
33.6700,489.6241,489.6026,489.6134,3.0000
33.6800,489.4849,489.4634,489.4741,3.0000
33.6900,489.3457,489.3242,489.3350,3.0000
33.7000,489.2067,489.1851,489.1959,3.0000
33.7100,489.0676,489.0461,489.0569,3.0000
33.7200,488.9287,488.9072,488.9180,3.0000
33.7300,488.7899,488.7684,488.7791,3.0000
33.7400,488.6511,488.6296,488.6403,3.0000
33.7500,488.5124,488.4909,488.5017,3.0000
33.7600,488.3738,488.3523,488.3630,3.0000
33.7700,488.2353,488.2138,488.2245,3.0000
33.7800,488.0968,488.0753,488.0861,3.0000
33.7900,487.9584,487.9370,487.9477,3.0000
33.8000,487.8201,487.7987,487.8094,3.0000
33.8100,487.6819,487.6604,487.6712,3.0000
33.8200,487.5438,487.5223,487.5330,3.0000
33.8300,487.4057,487.3842,487.3950,3.0000
33.8400,487.2677,487.2463,487.2570,3.0000
33.8500,487.1298,487.1084,487.1191,3.0000
33.8600,486.9920,486.9705,486.9813,3.0000
33.8700,486.8542,486.8328,486.8435,3.0000
33.8800,486.7165,486.6951,486.7058,3.0000
33.8900,486.5789,486.5575,486.5682,3.0000
33.9000,486.4414,486.4200,486.4307,3.0000
33.9100,486.3040,486.2826,486.2933,3.0000
33.9200,486.1666,486.1452,486.1559,3.0000
33.9300,486.0293,486.0080,486.0186,3.0000
33.9400,485.8921,485.8708,485.8814,3.0000
33.9500,485.7550,485.7336,485.7443,3.0000
33.9600,485.6179,485.5966,485.6073,3.0000
33.9700,485.4810,485.4596,485.4703,3.0000
33.9800,485.3441,485.3227,485.3334,3.0000
33.9900,485.2073,485.1859,485.1966,3.0000
34.0000,485.0705,485.0492,485.0598,3.0000
34.0100,484.9338,484.9125,484.9232,3.0000
34.0200,484.7972,484.7759,484.7866,3.0000
34.0300,484.6607,484.6394,484.6501,3.0000
34.0400,484.5243,484.5030,484.5136,3.0000
34.0500,484.3879,484.3666,484.3773,3.0000
34.0600,484.2517,484.2303,484.2410,3.0000
34.0700,484.1154,484.0941,484.1048,3.0000
34.0800,483.9793,483.9580,483.9687,3.0000
34.0900,483.8433,483.8220,483.8326,3.0000
34.1000,483.7073,483.6860,483.6966,3.0000
34.1100,483.5714,483.5501,483.5608,3.0000
34.1200,483.4356,483.4143,483.4249,3.0000
34.1300,483.2998,483.2786,483.2892,3.0000
34.1400,483.1641,483.1429,483.1535,3.0000
34.1500,483.0285,483.0073,483.0179,3.0000
34.1600,482.8930,482.8718,482.8824,3.0000
34.1700,482.7576,482.7363,482.7470,3.0000
34.1800,482.6222,482.6010,482.6116,3.0000
34.1900,482.4869,482.4657,482.4763,3.0000
34.2000,482.3517,482.3305,482.3411,3.0000
34.2100,482.2166,482.1954,482.2060,3.0000
34.2200,482.0815,482.0603,482.0709,3.0000
34.2300,481.9465,481.9253,481.9359,3.0000
34.2400,481.8116,481.7904,481.8010,3.0000
34.2500,481.6768,481.6556,481.6662,3.0000
34.2600,481.5420,481.5208,481.5314,3.0000
34.2700,481.4073,481.3861,481.3967,3.0000
34.2800,481.2727,481.2515,481.2621,3.0000
34.2900,481.1382,481.1170,481.1276,3.0000
34.3000,481.0037,480.9825,480.9931,3.0000
34.3100,480.8693,480.8482,480.8587,3.0000
34.3200,480.7350,480.7139,480.7244,3.0000
34.3300,480.6008,480.5796,480.5902,3.0000
34.3400,480.4666,480.4455,480.4560,3.0000
34.3500,480.3325,480.3114,480.3220,3.0000
34.3600,480.1985,480.1774,480.1880,3.0000
34.3700,480.0646,480.0435,480.0540,3.0000
34.3800,479.9307,479.9096,479.9202,3.0000
34.3900,479.7969,479.7758,479.7864,3.0000
34.4000,479.6632,479.6421,479.6527,3.0000
34.4100,479.5296,479.5085,479.5190,3.0000
34.4200,479.3960,479.3749,479.3855,3.0000
34.4300,479.2625,479.2414,479.2520,3.0000
34.4400,479.1291,479.1080,479.1186,3.0000
34.4500,478.9958,478.9747,478.9852,3.0000
34.4600,478.8625,478.8414,478.8520,3.0000
34.4700,478.7293,478.7082,478.7188,3.0000
34.4800,478.5962,478.5751,478.5857,3.0000
34.4900,478.4632,478.4421,478.4526,3.0000
34.5000,478.3302,478.3091,478.3197,3.0000
34.5100,478.1973,478.1762,478.1868,3.0000
34.5200,478.0645,478.0434,478.0539,3.0000
34.5300,477.9317,477.9107,477.9212,3.0000
34.5400,477.7990,477.7780,477.7885,3.0000
34.5500,477.6664,477.6454,477.6559,3.0000
34.5600,477.5339,477.5129,477.5234,3.0000
34.5700,477.4015,477.3804,477.3909,3.0000
34.5800,477.2691,477.2481,477.2586,3.0000
34.5900,477.1368,477.1158,477.1263,3.0000
34.6000,477.0045,476.9835,476.9940,3.0000
34.6100,476.8724,476.8514,476.8619,3.0000
34.6200,476.7403,476.7193,476.7298,3.0000
34.6300,476.6083,476.5873,476.5978,3.0000
34.6400,476.4763,476.4554,476.4658,3.0000
34.6500,476.3445,476.3235,476.3340,3.0000
34.6600,476.2127,476.1917,476.2022,3.0000
34.6700,476.0809,476.0600,476.0705,3.0000
34.6800,475.9493,475.9283,475.9388,3.0000
34.6900,475.8177,475.7968,475.8072,3.0000
34.7000,475.6862,475.6653,475.6757,3.0000
34.7100,475.5548,475.5338,475.5443,3.0000
34.7200,475.4234,475.4025,475.4130,3.0000
34.7300,475.2921,475.2712,475.2817,3.0000
34.7400,475.1609,475.1400,475.1505,3.0000
34.7500,475.0298,475.0089,475.0193,3.0000
34.7600,474.8987,474.8778,474.8883,3.0000
34.7700,474.7677,474.7468,474.7573,3.0000
34.7800,474.6368,474.6159,474.6263,3.0000
34.7900,474.5059,474.4850,474.4955,3.0000
34.8000,474.3751,474.3543,474.3647,3.0000
34.8100,474.2444,474.2236,474.2340,3.0000
34.8200,474.1138,474.0929,474.1034,3.0000
34.8300,473.9832,473.9624,473.9728,3.0000
34.8400,473.8527,473.8319,473.8423,3.0000
34.8500,473.7223,473.7015,473.7119,3.0000
34.8600,473.5920,473.5711,473.5816,3.0000
34.8700,473.4617,473.4409,473.4513,3.0000
34.8800,473.3315,473.3107,473.3211,3.0000
34.8900,473.2014,473.1805,473.1909,3.0000
34.9000,473.0713,473.0505,473.0609,3.0000
34.9100,472.9413,472.9205,472.9309,3.0000
34.9200,472.8114,472.7906,472.8010,3.0000
34.9300,472.6815,472.6607,472.6711,3.0000
34.9400,472.5518,472.5310,472.5414,3.0000
34.9500,472.4221,472.4013,472.4117,3.0000
34.9600,472.2924,472.2716,472.2820,3.0000
34.9700,472.1629,472.1421,472.1525,3.0000
34.9800,472.0334,472.0126,472.0230,3.0000
34.9900,471.9039,471.8832,471.8936,3.0000
35.0000,471.7746,471.7538,471.7642,3.0000
35.0100,471.6453,471.6246,471.6349,3.0000
35.0200,471.5161,471.4954,471.5057,3.0000
35.0300,471.3870,471.3662,471.3766,3.0000
35.0400,471.2579,471.2372,471.2475,3.0000
35.0500,471.1289,471.1082,471.1185,3.0000
35.0600,471.0000,470.9792,470.9896,3.0000
35.0700,470.8711,470.8504,470.8608,3.0000
35.0800,470.7423,470.7216,470.7320,3.0000
35.0900,470.6136,470.5929,470.6033,3.0000
35.1000,470.4850,470.4643,470.4746,3.0000
35.1100,470.3564,470.3357,470.3460,3.0000
35.1200,470.2279,470.2072,470.2175,3.0000
35.1300,470.0995,470.0788,470.0891,3.0000
35.1400,469.9711,469.9504,469.9608,3.0000
35.1500,469.8428,469.8221,469.8325,3.0000
35.1600,469.7146,469.6939,469.7042,3.0000
35.1700,469.5864,469.5658,469.5761,3.0000
35.1800,469.4583,469.4377,469.4480,3.0000
35.1900,469.3303,469.3097,469.3200,3.0000
35.2000,469.2024,469.1817,469.1921,3.0000
35.2100,469.0745,469.0539,469.0642,3.0000
35.2200,468.9467,468.9261,468.9364,3.0000
35.2300,468.8190,468.7983,468.8087,3.0000
35.2400,468.6913,468.6707,468.6810,3.0000
35.2500,468.5637,468.5431,468.5534,3.0000
35.2600,468.4362,468.4156,468.4259,3.0000
35.2700,468.3087,468.2881,468.2984,3.0000
35.2800,468.1813,468.1607,468.1710,3.0000
35.2900,468.0540,468.0334,468.0437,3.0000
35.3000,467.9268,467.9062,467.9165,3.0000
35.3100,467.7996,467.7790,467.7893,3.0000
35.3200,467.6725,467.6519,467.6622,3.0000
35.3300,467.5454,467.5249,467.5352,3.0000
35.3400,467.4185,467.3979,467.4082,3.0000
35.3500,467.2916,467.2710,467.2813,3.0000
35.3600,467.1647,467.1442,467.1544,3.0000
35.3700,467.0380,467.0174,467.0277,3.0000
35.3800,466.9113,466.8907,466.9010,3.0000
35.3900,466.7846,466.7641,466.7744,3.0000
35.4000,466.6581,466.6375,466.6478,3.0000
35.4100,466.5316,466.5111,466.5213,3.0000
35.4200,466.4052,466.3846,466.3949,3.0000
35.4300,466.2788,466.2583,466.2685,3.0000
35.4400,466.1525,466.1320,466.1423,3.0000
35.4500,466.0263,466.0058,466.0160,3.0000
35.4600,465.9002,465.8797,465.8899,3.0000
35.4700,465.7741,465.7536,465.7638,3.0000
35.4800,465.6481,465.6276,465.6378,3.0000
35.4900,465.5221,465.5016,465.5119,3.0000
35.5000,465.3962,465.3758,465.3860,3.0000
35.5100,465.2704,465.2500,465.2602,3.0000
35.5200,465.1447,465.1242,465.1345,3.0000
35.5300,465.0190,464.9986,465.0088,3.0000
35.5400,464.8934,464.8730,464.8832,3.0000
35.5500,464.7679,464.7474,464.7576,3.0000
35.5600,464.6424,464.6220,464.6322,3.0000
35.5700,464.5170,464.4966,464.5068,3.0000
35.5800,464.3917,464.3712,464.3815,3.0000
35.5900,464.2664,464.2460,464.2562,3.0000
35.6000,464.1412,464.1208,464.1310,3.0000
35.6100,464.0161,463.9957,464.0059,3.0000
35.6200,463.8910,463.8706,463.8808,3.0000
35.6300,463.7660,463.7456,463.7558,3.0000
35.6400,463.6411,463.6207,463.6309,3.0000
35.6500,463.5162,463.4958,463.5060,3.0000
35.6600,463.3914,463.3710,463.3812,3.0000
35.6700,463.2667,463.2463,463.2565,3.0000
35.6800,463.1420,463.1217,463.1319,3.0000
35.6900,463.0175,462.9971,463.0073,3.0000
35.7000,462.8929,462.8726,462.8827,3.0000
35.7100,462.7685,462.7481,462.7583,3.0000
35.7200,462.6441,462.6237,462.6339,3.0000
35.7300,462.5197,462.4994,462.5096,3.0000
35.7400,462.3955,462.3751,462.3853,3.0000
35.7500,462.2713,462.2510,462.2611,3.0000
35.7600,462.1472,462.1268,462.1370,3.0000
35.7700,462.0231,462.0028,462.0130,3.0000
35.7800,461.8991,461.8788,461.8890,3.0000
35.7900,461.7752,461.7549,461.7650,3.0000
35.8000,461.6513,461.6310,461.6412,3.0000
35.8100,461.5275,461.5072,461.5174,3.0000
35.8200,461.4038,461.3835,461.3937,3.0000
35.8300,461.2802,461.2599,461.2700,3.0000
35.8400,461.1566,461.1363,461.1464,3.0000
35.8500,461.0330,461.0128,461.0229,3.0000
35.8600,460.9096,460.8893,460.8994,3.0000
35.8700,460.7862,460.7659,460.7760,3.0000
35.8800,460.6629,460.6426,460.6527,3.0000
35.8900,460.5396,460.5193,460.5295,3.0000
35.9000,460.4164,460.3961,460.4063,3.0000
35.9100,460.2933,460.2730,460.2831,3.0000
35.9200,460.1702,460.1500,460.1601,3.0000
35.9300,460.0472,460.0270,460.0371,3.0000
35.9400,459.9243,459.9040,459.9141,3.0000
35.9500,459.8014,459.7812,459.7913,3.0000
35.9600,459.6786,459.6584,459.6685,3.0000
35.9700,459.5559,459.5356,459.5457,3.0000
35.9800,459.4332,459.4130,459.4231,3.0000
35.9900,459.3106,459.2904,459.3005,3.0000
36.0000,459.1880,459.1678,459.1779,3.0000
36.0100,459.0656,459.0454,459.0555,3.0000
36.0200,458.9432,458.9230,458.9331,3.0000
36.0300,458.8208,458.8006,458.8107,3.0000
36.0400,458.6985,458.6783,458.6884,3.0000
36.0500,458.5763,458.5561,458.5662,3.0000
36.0600,458.4542,458.4340,458.4441,3.0000
36.0700,458.3321,458.3119,458.3220,3.0000
36.0800,458.2101,458.1899,458.2000,3.0000
36.0900,458.0881,458.0680,458.0780,3.0000
36.1000,457.9662,457.9461,457.9561,3.0000
36.1100,457.8444,457.8243,457.8343,3.0000
36.1200,457.7226,457.7025,457.7126,3.0000
36.1300,457.6009,457.5808,457.5909,3.0000
36.1400,457.4793,457.4592,457.4692,3.0000
36.1500,457.3577,457.3376,457.3477,3.0000
36.1600,457.2362,457.2161,457.2262,3.0000
36.1700,457.1148,457.0947,457.1048,3.0000
36.1800,456.9934,456.9733,456.9834,3.0000
36.1900,456.8721,456.8520,456.8621,3.0000
36.2000,456.7509,456.7308,456.7408,3.0000
36.2100,456.6297,456.6096,456.6197,3.0000
36.2200,456.5086,456.4885,456.4986,3.0000
36.2300,456.3875,456.3675,456.3775,3.0000
36.2400,456.2666,456.2465,456.2565,3.0000
36.2500,456.1456,456.1256,456.1356,3.0000
36.2600,456.0248,456.0047,456.0147,3.0000
36.2700,455.9040,455.8839,455.8940,3.0000
36.2800,455.7833,455.7632,455.7732,3.0000
36.2900,455.6626,455.6425,455.6526,3.0000
36.3000,455.5420,455.5219,455.5320,3.0000
36.3100,455.4214,455.4014,455.4114,3.0000
36.3200,455.3010,455.2809,455.2910,3.0000
36.3300,455.1806,455.1605,455.1705,3.0000
36.3400,455.0602,455.0402,455.0502,3.0000
36.3500,454.9399,454.9199,454.9299,3.0000
36.3600,454.8197,454.7997,454.8097,3.0000
